order_id,customer_id,timestamp,order_amount,item_count,distinct_categories,high_resale_ratio,wardrobing_flag,discount_percentage,account_age_days,historical_orders,historical_return_rate,historical_chargebacks,delivery_address_changes_30d,billing_shipping_mismatch,ip_distance_to_billing_km,device_trust_score,checkout_duration_sec,payment_velocity_24h,card_is_prepaid,card_country_mismatch,margin_amount,loss_amount,is_return_abuse,is_chargeback,is_risk_target
ORD-104510,CUST-05232,2026-06-24 20:28:43,38.86,1,1,0.083,0,0.0,710.6,22,0.248,0,0,0,21.9,0.753,33.2,1,0,0,13.6,0.0,0,0,0
ORD-111101,CUST-01472,2026-06-24 20:29:11,37.85,2,1,0.448,0,0.3,80.6,3,0.359,0,0,0,168.6,0.748,32.1,1,1,0,13.25,0.0,0,0,0
ORD-113621,CUST-06441,2026-06-24 20:31:01,293.13,3,2,0.946,0,0.15,165.9,5,0.232,0,0,0,16.9,0.848,99.9,1,0,0,102.6,0.0,0,0,0
ORD-111172,CUST-05986,2026-06-24 20:37:08,82.61,1,1,0.383,0,0.0,317.5,11,0.063,0,0,1,31.9,0.833,28.6,1,0,0,28.91,0.0,0,0,0
ORD-110747,CUST-03541,2026-06-24 20:49:51,36.63,5,3,0.2,0,0.15,525.2,13,0.225,2,0,0,120.4,0.897,232.2,1,0,0,12.82,0.0,0,0,0
ORD-114659,CUST-06762,2026-06-24 20:55:02,24.94,1,1,0.35,0,0.15,62.2,0,0.052,0,1,0,17.7,0.491,45.7,1,0,0,8.73,0.0,0,0,0
ORD-102378,CUST-02821,2026-06-24 20:56:59,52.2,2,2,0.371,0,0.5,390.0,19,0.072,0,1,0,50.8,0.947,29.0,1,0,0,18.27,0.0,0,0,0
ORD-100427,CUST-01779,2026-06-24 20:59:51,134.5,1,1,0.1,0,0.15,146.6,7,0.101,0,0,0,35.7,0.981,34.1,1,0,0,47.08,0.0,0,0,0
ORD-103524,CUST-01917,2026-06-24 21:03:36,52.98,6,1,0.219,0,0.0,27.6,3,0.012,0,0,0,41.9,0.867,53.9,1,0,0,18.54,0.0,0,0,0
ORD-107915,CUST-05995,2026-06-24 21:06:04,56.13,1,1,0.26,0,0.2,1.6,0,0.189,0,0,0,18.7,0.782,52.9,1,0,0,19.65,0.0,0,0,0
ORD-101253,CUST-02525,2026-06-24 21:06:26,40.38,2,2,0.029,0,0.0,32.2,2,0.03,0,0,0,36.9,0.732,39.5,1,0,0,14.13,0.0,0,0,0
ORD-109822,CUST-04589,2026-06-24 21:25:16,477.69,6,4,0.204,1,0.1,348.8,17,0.11,0,0,0,2.5,0.85,36.1,1,0,0,167.19,0.0,0,0,0
ORD-106454,CUST-03567,2026-06-24 21:38:24,175.94,2,2,0.233,0,0.0,97.5,5,0.266,0,0,0,48.8,0.664,51.4,1,0,0,61.58,0.0,0,0,0
ORD-114023,CUST-06732,2026-06-24 22:01:08,96.06,2,2,0.01,0,0.15,109.0,5,0.464,0,0,0,8.0,0.902,23.2,1,0,0,33.62,0.0,0,0,0
ORD-107344,CUST-04009,2026-06-24 22:05:53,223.89,3,3,0.02,0,0.1,169.0,10,0.019,0,0,1,63.2,0.921,32.8,1,0,0,78.36,0.0,0,0,0
ORD-102212,CUST-05982,2026-06-24 22:09:55,134.92,1,1,0.165,0,0.0,409.6,10,0.225,0,1,0,36.5,0.809,39.1,2,0,0,47.22,0.0,0,0,0
ORD-109636,CUST-06581,2026-06-24 22:37:32,18.34,2,2,0.131,0,0.1,56.4,1,0.035,0,0,0,73.7,0.856,60.9,1,0,0,6.42,0.0,0,0,0
ORD-108283,CUST-02667,2026-06-24 22:42:26,64.79,5,3,0.197,0,0.2,518.0,21,0.336,0,1,0,85.3,0.864,73.0,1,0,0,22.68,0.0,0,0,0
ORD-111439,CUST-04218,2026-06-24 22:46:15,56.07,1,1,0.003,0,0.1,552.7,23,0.089,0,0,0,14.4,0.822,29.4,1,0,0,19.62,0.0,0,0,0
ORD-113760,CUST-03832,2026-06-24 22:53:58,239.04,1,1,0.458,0,0.0,157.2,4,0.199,0,0,0,109.1,0.414,49.8,1,0,0,83.66,0.0,0,0,0
ORD-107503,CUST-03755,2026-06-24 22:54:29,312.82,2,2,0.209,0,0.15,34.4,0,0.231,0,0,0,74.3,0.874,17.1,1,0,1,109.49,0.0,0,0,0
ORD-103904,CUST-03052,2026-06-24 23:07:27,156.9,2,2,0.087,0,0.0,73.3,3,0.203,0,0,0,45.1,0.844,59.1,1,0,0,54.92,0.0,0,0,0
ORD-106091,CUST-01327,2026-06-24 23:08:06,97.03,1,1,0.498,0,0.15,136.7,5,0.126,0,0,0,13.3,0.971,157.3,1,0,0,33.96,0.0,0,0,0
ORD-109202,CUST-06163,2026-06-24 23:10:28,68.69,1,1,0.083,0,0.0,147.3,3,0.186,0,0,0,39.3,0.653,190.9,1,0,0,24.04,0.0,0,0,0
ORD-112524,CUST-06163,2026-06-24 23:17:43,57.14,2,2,0.176,0,0.1,130.4,3,0.068,0,0,0,43.6,0.973,84.9,2,0,0,20.0,0.0,0,0,0
ORD-107450,CUST-01925,2026-06-24 23:21:40,80.76,1,1,0.082,0,0.2,31.9,0,0.425,0,0,0,35.4,0.878,30.7,2,0,0,28.27,0.0,0,0,0
ORD-101857,CUST-02692,2026-06-24 23:22:23,106.94,1,1,0.121,0,0.0,352.7,12,0.1,0,0,0,60.7,0.697,44.0,1,0,0,37.43,52.08,1,0,1
ORD-109736,CUST-05152,2026-06-24 23:23:49,90.16,4,2,0.086,0,0.0,233.0,9,0.059,0,0,0,72.5,0.943,33.9,1,1,0,31.56,0.0,0,0,0
ORD-104309,CUST-06912,2026-06-24 23:28:48,134.44,1,1,0.213,0,0.5,442.0,14,0.026,0,0,0,45.8,0.86,15.4,2,1,0,47.05,0.0,0,0,0
ORD-112496,CUST-03058,2026-06-24 23:28:52,133.71,2,1,0.277,0,0.2,1213.5,25,0.034,0,0,0,1.8,0.678,47.1,1,0,0,46.8,0.0,0,0,0
ORD-102631,CUST-05526,2026-06-24 23:31:18,190.79,1,1,0.093,0,0.3,251.4,8,0.003,0,0,0,87.8,0.845,32.6,2,0,0,66.78,0.0,0,0,0
ORD-102936,CUST-04020,2026-06-24 23:32:07,41.86,1,1,0.189,0,0.3,46.8,3,0.033,0,0,0,30.4,0.922,145.2,1,0,0,14.65,0.0,0,0,0
ORD-113922,CUST-05560,2026-06-24 23:38:21,20.51,1,1,0.523,0,0.15,13.2,0,0.138,0,0,0,60.7,0.769,54.8,2,0,0,7.18,0.0,0,0,0
ORD-114625,CUST-04257,2026-06-24 23:49:54,102.05,1,1,0.066,0,0.1,157.1,6,0.047,0,0,0,59.9,0.997,32.6,1,0,0,35.72,0.0,0,0,0
ORD-114614,CUST-04143,2026-06-24 23:50:20,43.13,3,2,0.026,0,0.0,300.2,14,0.139,0,1,0,0.5,0.662,25.7,1,0,0,15.1,0.0,0,0,0
ORD-101429,CUST-04942,2026-06-24 23:50:26,22.44,1,1,0.206,0,0.1,255.8,8,0.581,0,0,0,3.4,0.968,122.8,1,0,0,7.85,26.73,1,0,1
ORD-105251,CUST-05040,2026-06-24 23:50:30,10.0,4,2,0.775,0,0.0,123.0,5,0.168,0,0,1,0.6,0.971,56.9,2,0,0,3.5,0.0,0,0,0
ORD-104003,CUST-01174,2026-06-25 00:27:35,33.26,3,2,0.298,0,0.0,357.9,19,0.478,1,0,0,85.7,0.456,103.2,1,0,0,11.64,58.26,0,1,1
ORD-111128,CUST-01453,2026-06-25 00:29:11,286.03,1,1,0.019,0,0.15,128.3,4,0.218,0,0,0,83.3,0.811,54.6,1,0,0,100.11,0.0,0,0,0
ORD-114544,CUST-06493,2026-06-25 00:32:13,160.99,1,1,0.253,0,0.1,84.8,5,0.164,0,0,0,9.1,0.589,22.0,2,0,0,56.35,0.0,0,0,0
ORD-101696,CUST-01899,2026-06-25 00:35:18,289.31,1,1,0.326,0,0.1,18.7,1,0.034,0,0,0,9.5,0.926,56.8,1,0,0,101.26,0.0,0,0,0
ORD-110874,CUST-04688,2026-06-25 00:41:38,137.35,1,1,0.185,0,0.1,83.4,5,0.02,0,0,0,35.8,0.962,145.6,1,0,0,48.07,0.0,0,0,0
ORD-106161,CUST-02313,2026-06-25 01:11:34,123.6,3,2,0.034,0,0.0,43.0,0,0.074,0,2,0,2.7,0.93,116.5,1,0,0,43.26,0.0,0,0,0
ORD-104807,CUST-06636,2026-06-25 01:21:15,94.44,5,2,0.442,0,0.0,21.3,0,0.167,0,0,0,2.9,0.931,106.9,6,0,0,33.05,0.0,0,0,0
ORD-113735,CUST-02910,2026-06-25 01:36:40,124.95,4,4,0.055,0,0.1,322.8,17,0.299,0,0,0,34.7,0.925,120.8,4,0,0,43.73,0.0,0,0,0
ORD-103303,CUST-05959,2026-06-25 01:42:27,64.36,1,1,0.514,0,0.1,205.7,7,0.058,0,0,0,110.3,0.884,27.3,1,0,1,22.53,0.0,0,0,0
ORD-113817,CUST-03379,2026-06-25 01:53:51,166.17,4,4,0.047,0,0.0,75.9,7,0.139,0,0,0,11.8,0.928,34.1,1,0,0,58.16,0.0,0,0,0
ORD-109282,CUST-02160,2026-06-25 02:05:45,57.83,2,2,0.364,0,0.0,716.8,30,0.025,0,0,0,25.9,0.895,73.6,1,0,0,20.24,0.0,0,0,0
ORD-105993,CUST-02273,2026-06-25 02:15:52,574.74,4,2,0.142,0,0.2,154.8,10,0.101,0,0,1,26.3,0.97,49.2,1,0,0,201.16,0.0,0,0,0
ORD-108010,CUST-03664,2026-06-25 02:19:18,44.65,2,2,0.048,0,0.0,11.1,0,0.024,0,0,0,3.2,0.779,23.7,3,0,0,15.63,0.0,0,0,0
ORD-100412,CUST-04285,2026-06-25 02:27:46,148.84,1,1,0.679,0,0.1,750.2,32,0.154,0,0,0,35.4,0.66,78.0,1,1,1,52.09,173.84,0,1,1
ORD-102821,CUST-06260,2026-06-25 02:36:41,60.58,1,1,0.048,0,0.0,652.6,26,0.055,0,0,0,5.3,0.702,41.3,1,0,0,21.2,0.0,0,0,0
ORD-114783,CUST-05576,2026-06-25 02:40:48,180.63,3,3,0.172,0,0.0,530.2,22,0.067,0,0,0,21.9,0.988,117.2,1,0,0,63.22,0.0,0,0,0
ORD-100736,CUST-05678,2026-06-25 02:56:55,117.35,1,1,0.091,0,0.0,525.3,19,0.433,0,0,0,9.8,0.568,16.9,1,1,0,41.07,55.2,1,0,1
ORD-100066,CUST-03311,2026-06-25 03:03:50,83.95,3,1,0.314,1,0.0,196.6,10,0.078,0,1,0,17.3,0.63,44.5,1,0,0,29.38,45.18,1,0,1
ORD-102132,CUST-01249,2026-06-25 03:33:01,176.37,1,1,0.009,0,0.0,4.2,1,0.225,0,0,0,12.8,0.795,21.9,3,1,0,61.73,0.0,0,0,0
ORD-104506,CUST-02003,2026-06-25 03:44:55,313.49,2,1,0.218,0,0.0,85.1,4,0.194,0,0,0,28.8,0.908,64.5,2,0,0,109.72,0.0,0,0,0
ORD-107859,CUST-04408,2026-06-25 03:49:27,99.76,2,1,0.848,0,0.1,37.7,0,0.023,0,0,0,88.6,0.823,13.6,1,0,0,34.92,0.0,0,0,0
ORD-113429,CUST-01796,2026-06-25 03:55:48,106.7,1,1,0.015,0,0.15,77.1,2,0.254,0,1,0,8.0,0.862,65.8,3,0,0,37.34,0.0,0,0,0
ORD-106735,CUST-04013,2026-06-25 03:57:17,360.09,1,1,0.018,0,0.2,44.9,3,0.079,0,1,0,5.8,0.916,9.0,1,1,0,126.03,128.03,1,0,1
ORD-104819,CUST-05147,2026-06-25 03:58:04,313.32,1,1,0.001,0,0.15,548.7,25,0.1,0,0,0,24.9,0.885,45.8,1,0,0,109.66,0.0,0,0,0
ORD-105847,CUST-02055,2026-06-25 04:05:47,14.59,2,2,0.1,0,0.1,60.4,0,0.115,0,0,0,60.5,0.888,21.1,1,0,0,5.11,0.0,0,0,0
ORD-104426,CUST-01666,2026-06-25 04:23:21,273.81,1,1,0.012,0,0.0,125.9,7,0.124,0,0,0,100.3,0.865,35.1,1,0,0,95.83,0.0,0,0,0
ORD-109672,CUST-01047,2026-06-25 04:45:21,143.57,1,1,0.155,0,0.1,300.4,8,0.048,0,0,0,34.2,0.879,14.1,1,0,0,50.25,0.0,0,0,0
ORD-107237,CUST-05953,2026-06-25 04:59:30,227.96,1,1,0.45,0,0.1,238.4,7,0.151,0,0,0,1.8,0.56,12.7,1,0,0,79.79,0.0,0,0,0
ORD-102799,CUST-05390,2026-06-25 05:03:49,28.81,1,1,0.106,0,0.3,994.2,31,0.159,0,0,0,12.3,0.907,37.8,2,0,0,10.08,0.0,0,0,0
ORD-110134,CUST-01977,2026-06-25 05:10:43,16.11,1,1,0.127,0,0.5,155.2,4,0.418,0,0,1,24.3,0.802,144.3,2,0,0,5.64,0.0,0,0,0
ORD-106140,CUST-04688,2026-06-25 05:28:15,13.47,1,1,0.011,0,0.0,405.7,18,0.128,0,0,0,141.9,0.835,90.7,1,1,0,4.71,0.0,0,0,0
ORD-108284,CUST-06229,2026-06-25 05:44:27,52.84,1,1,0.36,0,0.2,100.9,5,0.171,0,0,0,3.8,0.959,31.4,1,0,0,18.49,0.0,0,0,0
ORD-110160,CUST-06957,2026-06-25 06:06:30,44.83,3,1,0.419,0,0.1,449.8,20,0.152,0,1,0,75.7,0.522,58.4,1,0,0,15.69,0.0,0,0,0
ORD-107292,CUST-02583,2026-06-25 06:15:26,15.61,1,1,0.368,0,0.0,21.3,2,0.029,0,1,0,45.4,0.812,20.2,1,0,0,5.46,0.0,0,0,0
ORD-111252,CUST-02072,2026-06-25 06:17:29,118.01,2,2,0.307,0,0.15,317.3,21,0.096,0,2,1,38.4,0.922,100.1,1,0,0,41.3,0.0,0,0,0
ORD-107037,CUST-06778,2026-06-25 06:20:27,10.0,1,1,0.355,0,0.15,78.0,6,0.3,0,1,0,21.3,0.673,117.8,2,1,0,3.5,0.0,0,0,0
ORD-100479,CUST-05858,2026-06-25 07:02:37,68.09,1,1,0.582,0,0.0,871.9,36,0.026,3,0,0,0.4,0.698,49.4,1,0,0,23.83,40.43,1,0,1
ORD-109473,CUST-03390,2026-06-25 07:19:17,133.15,5,2,0.095,0,0.0,539.5,20,0.212,0,0,0,24.6,0.706,41.5,1,0,0,46.6,0.0,0,0,0
ORD-111777,CUST-05084,2026-06-25 07:22:23,107.25,2,1,0.423,0,0.1,35.1,1,0.01,0,0,0,10.2,0.655,36.7,1,0,0,37.54,0.0,0,0,0
ORD-107084,CUST-02056,2026-06-25 07:25:08,110.48,2,2,0.225,0,0.15,166.5,11,0.055,0,0,0,73.2,0.981,28.2,1,1,0,38.67,0.0,0,0,0
ORD-106930,CUST-04441,2026-06-25 07:25:25,22.51,2,2,0.133,0,0.0,255.1,14,0.054,0,0,0,26.7,0.907,134.7,1,0,1,7.88,0.0,0,0,0
ORD-110830,CUST-04307,2026-06-25 07:32:01,199.02,1,1,0.251,0,0.1,186.7,6,0.18,0,0,0,68.6,0.686,36.0,1,0,0,69.66,0.0,0,0,0
ORD-105196,CUST-01770,2026-06-25 07:43:40,196.64,1,1,0.615,0,0.2,400.9,19,0.087,0,1,0,12.4,0.941,90.2,1,0,0,68.82,0.0,0,0,0
ORD-107313,CUST-06751,2026-06-25 07:55:29,105.64,2,2,0.076,0,0.15,91.3,0,0.097,0,0,0,73.5,0.856,48.5,1,0,0,36.97,0.0,0,0,0
ORD-103517,CUST-05358,2026-06-25 07:57:07,21.43,1,1,0.29,0,0.15,23.2,0,0.233,0,0,0,66.2,0.969,177.3,1,1,0,7.5,0.0,0,0,0
ORD-111020,CUST-06722,2026-06-25 08:19:03,356.51,7,3,0.157,0,0.15,765.5,36,0.082,0,0,0,4.2,0.883,89.3,1,0,0,124.78,0.0,0,0,0
ORD-105696,CUST-04125,2026-06-25 08:27:31,34.11,1,1,0.254,0,0.1,93.6,1,0.087,0,1,0,46.3,0.876,9.7,2,1,0,11.94,0.0,0,0,0
ORD-111378,CUST-04967,2026-06-25 08:48:03,93.93,6,4,0.05,1,0.0,158.3,6,0.033,0,0,0,107.1,0.832,21.6,2,0,0,32.88,0.0,0,0,0
ORD-108043,CUST-01382,2026-06-25 08:51:15,41.12,1,1,0.012,0,0.0,11.5,0,0.028,0,0,0,24.6,0.886,34.5,1,1,0,14.39,0.0,0,0,0
ORD-108805,CUST-06525,2026-06-25 08:57:02,225.43,2,2,0.223,0,0.0,291.1,14,0.04,0,0,0,6.8,0.756,24.7,1,0,0,78.9,0.0,0,0,0
ORD-100133,CUST-03303,2026-06-25 09:00:47,127.35,6,2,0.201,0,0.0,32.9,0,0.189,0,0,0,24.1,0.966,23.1,1,0,0,44.57,0.0,0,0,0
ORD-108746,CUST-05079,2026-06-25 09:03:08,157.77,2,1,0.037,1,0.15,176.7,3,0.058,0,0,0,6.3,0.972,221.6,1,0,0,55.22,0.0,0,0,0
ORD-104996,CUST-04733,2026-06-25 09:10:59,52.42,2,1,0.095,0,0.1,570.2,27,0.087,0,1,0,74.1,0.815,30.2,3,0,0,18.35,0.0,0,0,0
ORD-102324,CUST-05428,2026-06-25 09:12:38,754.4,1,1,0.686,0,0.1,93.5,3,0.194,0,0,0,73.6,0.727,27.2,3,0,0,264.04,246.32,1,0,1
ORD-112269,CUST-01264,2026-06-25 09:28:09,74.99,5,3,0.341,0,0.1,236.8,11,0.415,0,1,0,44.6,0.993,42.1,2,0,0,26.25,0.0,0,0,0
ORD-107148,CUST-01583,2026-06-25 09:51:58,62.69,1,1,0.05,0,0.15,62.8,3,0.338,0,0,0,42.5,0.637,85.7,1,1,0,21.94,0.0,0,0,0
ORD-104462,CUST-05329,2026-06-25 09:57:00,86.52,1,1,0.0,0,0.0,184.3,5,0.189,0,0,0,26.6,0.944,42.7,1,0,0,30.28,0.0,0,0,0
ORD-113913,CUST-06233,2026-06-25 10:22:35,93.68,2,1,0.302,0,0.15,218.0,5,0.112,0,0,0,17.3,0.925,51.2,1,0,0,32.79,0.0,0,0,0
ORD-111760,CUST-05822,2026-06-25 10:26:10,190.65,1,1,0.517,0,0.0,179.0,6,0.094,0,0,0,1.2,0.514,62.7,1,0,0,66.73,0.0,0,0,0
ORD-114399,CUST-04550,2026-06-25 10:27:05,91.38,2,2,0.242,1,0.0,372.1,11,0.111,0,1,0,61.6,0.832,42.6,1,0,0,31.98,0.0,0,0,0
ORD-104029,CUST-01333,2026-06-25 10:32:39,72.62,1,1,0.247,0,0.1,335.8,12,0.023,0,2,0,5.0,0.758,121.5,3,0,0,25.42,41.79,1,0,1
ORD-114389,CUST-02645,2026-06-25 10:34:48,60.79,2,2,0.029,0,0.15,114.9,5,0.163,0,0,0,21.8,0.713,45.2,1,0,0,21.28,0.0,0,0,0
ORD-106965,CUST-04199,2026-06-25 10:34:57,20.45,7,1,0.363,0,0.0,89.5,3,0.02,0,0,0,1.7,0.977,58.3,1,0,0,7.16,0.0,0,0,0
ORD-105328,CUST-05222,2026-06-25 10:38:59,175.84,2,2,0.036,0,0.15,43.0,2,0.051,0,1,0,5.9,0.616,30.3,1,0,0,61.54,0.0,0,0,0
ORD-113451,CUST-04546,2026-06-25 10:39:11,160.76,2,1,0.009,0,0.2,384.7,18,0.123,0,0,0,5.8,0.897,25.7,1,0,0,56.27,0.0,0,0,0
ORD-102793,CUST-06294,2026-06-25 11:17:54,44.53,1,1,0.01,0,0.0,211.7,5,0.589,0,0,0,81.2,0.91,52.9,1,0,0,15.59,0.0,0,0,0
ORD-105963,CUST-03017,2026-06-25 11:19:53,131.27,1,1,0.272,0,0.0,131.4,8,0.174,0,0,0,15.3,0.907,78.7,1,1,0,45.94,0.0,0,0,0
ORD-100372,CUST-05568,2026-06-25 11:30:58,79.68,1,1,0.015,0,0.0,5.6,0,0.014,0,0,0,15.2,0.82,43.4,1,1,0,27.89,0.0,0,0,0
ORD-106182,CUST-05553,2026-06-25 11:33:36,41.22,4,2,0.155,0,0.0,60.0,5,0.303,0,0,0,20.5,0.944,111.5,1,0,0,14.43,0.0,0,0,0
ORD-113401,CUST-01242,2026-06-25 11:57:33,40.02,1,1,0.528,0,0.0,1108.1,22,0.056,0,0,1,32.3,0.682,17.9,1,0,0,14.01,0.0,0,0,0
ORD-103907,CUST-01447,2026-06-25 11:59:51,58.63,2,1,0.509,0,0.1,181.4,10,0.193,0,0,0,125.6,0.97,14.3,1,0,0,20.52,0.0,0,0,0
ORD-105415,CUST-03518,2026-06-25 12:07:12,138.49,2,2,0.066,0,0.15,13.6,1,0.091,0,0,0,38.4,0.808,21.7,1,0,0,48.47,0.0,0,0,0
ORD-109293,CUST-06957,2026-06-25 12:15:00,76.13,2,2,0.126,0,0.0,194.2,10,0.077,0,1,0,70.5,0.602,35.2,1,0,0,26.65,0.0,0,0,0
ORD-103396,CUST-04420,2026-06-25 12:22:29,57.94,1,1,0.14,0,0.0,1391.4,28,0.464,0,0,0,3.8,0.986,101.8,1,0,0,20.28,0.0,0,0,0
ORD-112601,CUST-03110,2026-06-25 12:34:28,179.74,1,1,0.163,0,0.0,82.2,3,0.495,1,0,0,83.1,0.759,28.1,1,0,0,62.91,73.92,1,0,1
ORD-113562,CUST-05933,2026-06-25 12:49:44,51.17,1,1,0.113,0,0.0,111.2,5,0.025,0,0,0,11.6,0.779,44.9,1,0,0,17.91,0.0,0,0,0
ORD-107853,CUST-05838,2026-06-25 12:52:32,32.3,4,1,0.012,0,0.15,391.5,13,0.13,0,0,0,90.2,0.771,101.0,2,0,0,11.3,0.0,0,0,0
ORD-102508,CUST-03755,2026-06-25 13:01:43,32.16,3,3,0.089,0,0.1,145.6,6,0.259,1,1,1,18.3,0.925,108.3,1,0,0,11.26,29.65,1,0,1
ORD-113857,CUST-01115,2026-06-25 13:11:40,16.11,3,3,0.127,0,0.1,19.8,1,0.183,0,1,0,57.8,0.937,30.2,1,0,0,5.64,0.0,0,0,0
ORD-105058,CUST-04556,2026-06-25 13:28:20,126.13,1,1,0.26,0,0.2,82.0,4,0.078,0,0,0,6.2,0.887,61.9,1,0,0,44.15,0.0,0,0,0
ORD-111643,CUST-03935,2026-06-25 13:28:38,20.52,2,1,0.323,0,0.1,143.7,1,0.301,0,0,0,19.0,0.918,35.1,2,0,0,7.18,0.0,0,0,0
ORD-108051,CUST-01444,2026-06-25 13:33:34,543.05,2,2,0.817,0,0.2,35.0,4,0.048,0,1,0,118.6,0.883,26.3,1,0,0,190.07,0.0,0,0,0
ORD-112393,CUST-04983,2026-06-25 13:42:21,122.65,1,1,0.331,0,0.15,273.3,18,0.056,0,0,0,34.2,0.615,25.2,1,1,0,42.93,0.0,0,0,0
ORD-111484,CUST-01953,2026-06-25 14:09:20,29.83,3,2,0.219,0,0.1,216.0,6,0.061,0,1,0,195.4,0.654,47.9,1,0,0,10.44,0.0,0,0,0
ORD-111482,CUST-05656,2026-06-25 14:18:24,39.92,1,1,0.16,0,0.1,124.2,6,0.222,0,0,0,7.3,0.562,43.3,1,0,0,13.97,0.0,0,0,0
ORD-107201,CUST-05432,2026-06-25 14:37:45,40.16,3,1,0.046,0,0.0,116.1,4,0.03,0,0,0,9.4,0.717,67.4,1,0,0,14.06,0.0,0,0,0
ORD-106304,CUST-05281,2026-06-25 14:41:18,17.63,4,3,0.268,0,0.0,377.2,17,0.046,0,0,0,5.3,0.819,83.7,1,0,0,6.17,0.0,0,0,0
ORD-101499,CUST-02448,2026-06-25 14:44:10,83.66,2,2,0.488,1,0.0,120.4,6,0.012,0,0,0,70.7,0.761,15.8,1,0,0,29.28,0.0,0,0,0
ORD-102691,CUST-03327,2026-06-25 14:44:56,44.86,2,2,0.46,0,0.15,190.3,7,0.152,0,0,0,15.9,0.806,15.6,1,0,0,15.7,0.0,0,0,0
ORD-112465,CUST-01405,2026-06-25 14:45:17,66.08,2,1,0.094,1,0.2,88.7,3,0.013,0,1,0,1.0,0.734,22.7,1,0,0,23.13,0.0,0,0,0
ORD-103281,CUST-05224,2026-06-25 14:55:48,110.08,5,3,0.044,0,0.0,151.0,8,0.006,0,0,0,12.8,0.96,21.0,1,0,0,38.53,0.0,0,0,0
ORD-107065,CUST-05920,2026-06-25 14:59:39,63.38,1,1,0.315,0,0.1,36.1,0,0.032,0,0,0,70.6,0.889,68.0,1,0,0,22.18,0.0,0,0,0
ORD-109467,CUST-06443,2026-06-25 15:13:38,69.7,2,2,0.105,0,0.0,651.2,23,0.063,0,1,0,63.6,0.627,28.8,1,0,0,24.4,0.0,0,0,0
ORD-111067,CUST-04562,2026-06-25 15:13:43,63.69,2,1,0.019,0,0.15,13.6,1,0.106,0,0,0,12.3,0.942,15.6,1,0,0,22.29,0.0,0,0,0
ORD-106250,CUST-02281,2026-06-25 15:30:31,148.35,1,1,0.437,0,0.3,23.5,4,0.012,0,1,0,38.6,0.974,76.6,1,0,0,51.92,0.0,0,0,0
ORD-114578,CUST-03863,2026-06-25 15:38:27,21.01,1,1,0.676,0,0.1,185.4,6,0.033,1,0,0,47.7,0.88,54.3,1,1,0,7.35,0.0,0,0,0
ORD-109560,CUST-05451,2026-06-25 15:49:05,171.31,1,1,0.096,0,0.0,222.0,6,0.193,0,0,0,19.2,0.863,224.6,1,0,0,59.96,0.0,0,0,0
ORD-102492,CUST-03382,2026-06-25 15:49:43,35.64,2,1,0.614,0,0.2,57.8,3,0.146,0,0,0,28.9,0.872,77.8,1,0,0,12.47,0.0,0,0,0
ORD-107882,CUST-02192,2026-06-25 15:55:07,129.29,1,1,0.115,0,0.0,153.8,4,0.165,0,1,0,1.7,0.901,37.3,1,0,0,45.25,0.0,0,0,0
ORD-110866,CUST-06687,2026-06-25 15:59:27,40.41,1,1,0.244,0,0.0,873.7,38,0.111,0,0,0,18.9,0.898,81.5,1,0,0,14.14,0.0,0,0,0
ORD-100909,CUST-06896,2026-06-25 16:09:27,10.0,3,2,0.428,0,0.1,76.1,1,0.143,0,0,0,141.0,0.685,43.3,2,0,0,3.5,0.0,0,0,0
ORD-105223,CUST-02597,2026-06-25 16:17:17,40.92,3,3,0.075,0,0.0,47.0,2,0.173,0,0,0,3.1,0.497,130.6,1,0,0,14.32,0.0,0,0,0
ORD-113160,CUST-03547,2026-06-25 16:20:39,100.39,1,1,0.214,0,0.0,38.8,0,0.042,0,0,0,30.1,0.763,38.8,1,0,0,35.14,0.0,0,0,0
ORD-112120,CUST-02120,2026-06-25 16:26:00,46.35,2,2,0.128,1,0.15,357.8,17,0.003,0,1,0,36.6,0.947,41.0,1,0,0,16.22,0.0,0,0,0
ORD-112674,CUST-04673,2026-06-25 16:31:54,188.17,1,1,0.396,0,0.15,14.3,1,0.415,0,0,0,96.9,0.978,17.7,1,0,0,65.86,0.0,0,0,0
ORD-111552,CUST-01717,2026-06-25 16:36:36,366.94,3,3,0.017,0,0.0,323.0,18,0.13,0,0,0,2.3,0.726,46.8,1,0,0,128.43,0.0,0,0,0
ORD-112022,CUST-02651,2026-06-25 16:51:56,14.0,4,3,0.255,0,0.0,216.0,10,0.281,0,1,0,74.6,0.645,37.3,1,0,0,4.9,0.0,0,0,0
ORD-102270,CUST-06528,2026-06-25 16:58:02,31.88,2,2,0.317,0,0.0,180.5,5,0.157,0,1,0,47.8,0.828,32.9,1,0,0,11.16,0.0,0,0,0
ORD-102080,CUST-05805,2026-06-25 17:04:10,77.09,1,1,0.303,0,0.2,370.6,13,0.144,0,0,0,13.3,0.864,35.0,1,0,0,26.98,0.0,0,0,0
ORD-114382,CUST-06338,2026-06-25 17:04:58,103.74,1,1,0.298,0,0.0,221.5,8,0.018,0,0,0,28.5,0.958,31.9,1,0,0,36.31,0.0,0,0,0
ORD-109290,CUST-04259,2026-06-25 17:05:22,86.29,8,1,0.105,0,0.0,63.6,2,0.157,0,0,0,0.1,0.641,38.5,1,0,0,30.2,0.0,0,0,0
